0.5073,0.5090,0.3657,0.6843,0.8809,0.2244,0.6362,0.3829,0.3777,0.1147,0.2907,0.8450,0
0.2354,0.8167,0.2063,0.1169,0.2045,0.7561,0.4690,0.7333,0.4073,0.4707,0.5156,0.0855,0
0.1554,0.7109,0.7854,0.8101,0.2969,0.4152,0.0934,0.1161,0.3742,0.4924,0.1433,0.6994,1
0.9121,0.2795,0.9562,0.9247,0.6936,0.4062,0.0297,0.1304,0.3796,0.8315,0.7049,0.9540,1
0.1064,0.4650,0.8266,0.8135,0.6146,0.8403,0.3237,0.1793,0.9572,0.9245,0.8475,0.4431,0
0.2842,0.7462,0.1166,0.6209,0.3207,0.4753,0.7827,0.3282,0.7654,0.6377,0.3157,0.5230,1
0.7883,0.1403,0.7518,0.0102,0.1085,0.7126,0.9133,0.0992,0.7851,0.3320,0.3534,0.6217,1
0.8182,0.2708,0.6835,0.3061,0.2300,0.1268,0.3805,0.9658,0.9460,0.5304,0.0926,0.6451,1
0.6087,0.2284,0.4330,0.3173,0.4997,0.5823,0.7550,0.7365,0.7653,0.0349,0.8438,0.0683,0
0.0170,0.1001,0.2038,0.1105,0.7481,0.7265,0.3087,0.5797,0.2971,0.9328,0.6850,0.5294,1
0.6425,0.4868,0.8583,0.6947,0.7421,0.3993,0.3388,0.2323,0.4928,0.2632,0.8498,0.4985,1
0.4027,0.8725,0.3996,0.4083,0.4302,0.3960,0.6057,0.4641,0.3764,0.3519,0.0984,0.8579,0
0.0963,0.2807,0.2439,0.1258,0.6930,0.0359,0.8634,0.8028,0.5338,0.3464,0.1864,0.5583,1
0.4489,0.5524,0.3991,0.7628,0.7045,0.2285,0.3109,0.5740,0.2436,0.0065,0.0104,0.6694,0
0.2795,0.4844,0.8601,0.6875,0.8930,0.8244,0.5445,0.1408,0.9629,0.7593,0.6983,0.4227,0
0.1697,0.7267,0.3305,0.9221,0.4953,0.5460,0.8568,0.6151,0.2324,0.0736,0.3217,0.2151,0
0.4896,0.2459,0.0051,0.5751,0.7935,0.3274,0.6401,0.4555,0.9117,0.2920,0.2006,0.7139,1
0.5965,0.1949,0.0812,0.1195,0.6077,0.7837,0.2340,0.5267,0.4540,0.5574,0.3575,0.4558,0
0.2503,0.5353,0.6781,0.3585,0.0539,0.0832,0.5738,0.9973,0.5353,0.0332,0.2318,0.3243,1
0.1561,0.5158,0.3858,0.0628,0.1806,0.1155,0.4109,0.3518,0.6803,0.6872,0.0020,0.6168,0
0.4763,0.4867,0.6775,0.8855,0.3708,0.6720,0.5143,0.1793,0.9701,0.9945,0.1748,0.1957,0
0.4546,0.7375,0.5408,0.1033,0.6225,0.1289,0.5808,0.4378,0.1220,0.9579,0.6376,0.3712,1
0.5626,0.4877,0.6981,0.2851,0.5084,0.6940,0.7887,0.8531,0.2142,0.1710,0.7889,0.4138,0
0.8417,0.4731,0.1336,0.4550,0.4816,0.5172,0.4114,0.5141,0.4790,0.7378,0.8013,0.5644,1
0.0436,0.9460,0.1737,0.9862,0.4149,0.5104,0.1563,0.9837,0.8222,0.6886,0.2081,0.3066,0
0.3812,0.8261,0.0194,0.3259,0.2576,0.4492,0.7952,0.7734,0.6983,0.2806,0.9269,0.3426,0
0.7088,0.3995,0.9773,0.2518,0.9062,0.6936,0.7698,0.6509,0.4657,0.2239,0.0193,0.6371,1
0.3008,0.1016,0.1597,0.8780,0.0186,0.1673,0.6165,0.0363,0.6734,0.2861,0.1050,0.9143,1
0.4518,0.8747,0.7324,0.6360,0.3236,0.4874,0.1178,0.6953,0.1975,0.5676,0.7635,0.3659,1
0.5204,0.6175,0.9956,0.3292,0.6860,0.6850,0.7074,0.3955,0.0655,0.8777,0.8285,0.6538,0
0.4357,0.4672,0.7757,0.9515,0.2431,0.8837,0.8275,0.9260,0.8445,0.7511,0.0982,0.7025,0
0.8113,0.2251,0.4419,0.5056,0.4474,0.9624,0.9674,0.7717,0.5570,0.8225,0.3984,0.4185,0
0.7225,0.8483,0.9962,0.8543,0.3438,0.6178,0.1095,0.6780,0.6002,0.0321,0.0129,0.4785,1
0.1971,0.2214,0.9194,0.9868,0.2400,0.6298,0.6423,0.0213,0.2143,0.2845,0.4215,0.3076,1
0.7600,0.4068,0.7987,0.1511,0.1254,0.8143,0.4794,0.0072,0.1686,0.3299,0.6362,0.9981,1
0.9605,0.4431,0.2707,0.0386,0.3765,0.4666,0.1618,0.9204,0.8777,0.9391,0.2198,0.7491,1
0.5997,0.6278,0.7135,0.3511,0.2627,0.8529,0.8879,0.6713,0.4174,0.7546,0.4237,0.2324,0
0.6326,0.6153,0.8508,0.7354,0.3737,0.8317,0.8568,0.7730,0.3741,0.9500,0.1815,0.9577,0
0.1607,0.1824,0.6136,0.9400,0.6771,0.5981,0.3806,0.5856,0.5746,0.2210,0.2342,0.8686,0
0.5938,0.8278,0.0953,0.8903,0.9149,0.0667,0.2969,0.4604,0.6211,0.1902,0.7980,0.1585,0
0.1761,0.7988,0.8017,0.7477,0.6859,0.6705,0.9835,0.0430,0.3647,0.5027,0.2770,0.4678,1
0.6473,0.6699,0.8426,0.0347,0.3757,0.6618,0.8900,0.6521,0.6230,0.1112,0.4867,0.3841,1
0.8356,0.0204,0.0045,0.8896,0.9710,0.0716,0.5222,0.1282,0.1483,0.3291,0.9581,0.5480,0
0.1314,0.4511,0.4351,0.4989,0.9664,0.6164,0.9587,0.5908,0.3661,0.1954,0.8875,0.9725,1
0.2739,0.9805,0.4947,0.6693,0.1786,0.9142,0.0107,0.9080,0.2147,0.2171,0.6493,0.1435,1
0.2803,0.8700,0.5400,0.1324,0.3298,0.1877,0.3536,0.6738,0.5272,0.4763,0.2533,0.6552,0
0.1146,0.0648,0.1809,0.8512,0.1505,0.3604,0.7145,0.9539,0.3259,0.4697,0.1194,0.2842,1
0.6155,0.9242,0.6457,0.0497,0.2469,0.6725,0.3741,0.3504,0.8517,0.2149,0.0518,0.3761,1
0.6943,0.9606,0.8526,0.7112,0.1436,0.7182,0.5858,0.1423,0.8813,0.6907,0.7202,0.9095,0
0.2740,0.9984,0.0975,0.4843,0.9968,0.2927,0.9205,0.2112,0.6530,0.0121,0.3906,0.0122,1
0.7437,0.0383,0.5879,0.3262,0.7795,0.3546,0.7438,0.0570,0.0533,0.1780,0.9128,0.3801,0
0.2168,0.8302,0.6765,0.3013,0.5355,0.6240,0.4322,0.0331,0.8119,0.7462,0.4308,0.4161,1
0.3887,0.9603,0.4230,0.5864,0.3473,0.2090,0.1983,0.2935,0.9117,0.5834,0.9099,0.1582,0
0.1745,0.0574,0.4074,0.8920,0.0277,0.3037,0.8470,0.6530,0.1089,0.8266,0.3593,0.8411,1
0.5065,0.9464,0.1210,0.4180,0.2488,0.4555,0.0345,0.2015,0.1700,0.4637,0.8992,0.5471,0
0.2856,0.6962,0.7897,0.8573,0.8795,0.5976,0.9518,0.4889,0.0522,0.4501,0.7231,0.2490,0
0.4335,0.2973,0.8184,0.0214,0.7602,0.0247,0.9791,0.4510,0.6800,0.2418,0.0638,0.5606,0
0.8427,0.6107,0.2765,0.8582,0.2787,0.9376,0.7751,0.8036,0.2020,0.9129,0.8043,0.8465,1
0.3369,0.1977,0.2510,0.9898,0.7494,0.7468,0.9570,0.6772,0.8037,0.5762,0.7412,0.6668,0
0.6897,0.3768,0.1799,0.8877,0.8071,0.7356,0.6932,0.3819,0.0099,0.1962,0.4677,0.4868,0
0.6786,0.4524,0.5067,0.8938,0.9236,0.7290,0.5812,0.7699,0.1558,0.5546,0.5509,0.2495,0
0.1623,0.4423,0.3698,0.2298,0.1616,0.4423,0.6635,0.6481,0.7100,0.1713,0.3064,0.3945,0
0.9939,0.3819,0.1632,0.9580,0.3692,0.2496,0.6505,0.6551,0.6947,0.3738,0.8203,0.7057,0
0.4738,0.7607,0.6519,0.1629,0.3003,0.2328,0.3813,0.3661,0.9808,0.8708,0.8049,0.8411,0
0.2238,0.1284,0.2400,0.1556,0.7781,0.3681,0.5176,0.7148,0.3021,0.2298,0.2095,0.1210,1
0.4000,0.6123,0.5382,0.9382,0.7860,0.1942,0.0501,0.6640,0.1811,0.3128,0.8287,0.9571,0
0.3305,0.1366,0.2517,0.3432,0.0418,0.0231,0.2078,0.1731,0.4134,0.3553,0.2077,0.1497,1
0.0139,0.1741,0.2798,0.9991,0.7038,0.3879,0.5909,0.5749,0.0974,0.5012,0.9732,0.8632,0
0.2370,0.3669,0.0905,0.0876,0.8673,0.2023,0.1724,0.9551,0.9825,0.3526,0.5933,0.0874,1
0.7743,0.3977,0.5996,0.6861,0.6498,0.9579,0.8612,0.6469,0.1164,0.9023,0.1206,0.3894,0
0.3898,0.1373,0.4866,0.2788,0.1290,0.7699,0.3104,0.4267,0.8004,0.8718,0.6264,0.3387,1
0.0126,0.0481,0.6018,0.3782,0.1788,0.1473,0.0505,0.9882,0.0657,0.1531,0.4735,0.4309,0
0.0844,0.7718,0.3256,0.2131,0.2147,0.1942,0.4429,0.7325,0.7399,0.6024,0.6629,0.6582,1
0.9317,0.8768,0.2778,0.9483,0.7940,0.7219,0.5185,0.3901,0.8460,0.0445,0.1476,0.8866,0
0.2745,0.8046,0.7810,0.6533,0.8642,0.6379,0.5209,0.2781,0.8704,0.9436,0.8059,0.3420,1
0.3717,0.0789,0.9316,0.0922,0.6238,0.4105,0.0456,0.4325,0.8322,0.7418,0.4580,0.8816,1
0.5073,0.9649,0.1247,0.4282,0.9974,0.5429,0.4007,0.9403,0.3621,0.4095,0.8124,0.3989,1
0.2021,0.8547,0.9231,0.6065,0.2997,0.6737,0.8317,0.9005,0.6851,0.3792,0.7314,0.0117,1
0.8014,0.6446,0.1396,0.5015,0.7677,0.5120,0.7324,0.6273,0.8813,0.9329,0.6675,0.0190,0
0.4987,0.4809,0.3048,0.7816,0.7883,0.0807,0.8617,0.5772,0.7284,0.0254,0.5849,0.1917,1
0.2622,0.0436,0.4048,0.8064,0.9786,0.3966,0.7552,0.9999,0.9621,0.3031,0.3398,0.5981,0
0.4933,0.5143,0.9061,0.8062,0.2321,0.9531,0.3369,0.1480,0.2105,0.6412,0.1545,0.2415,0
0.7788,0.2721,0.8341,0.3662,0.1706,0.3939,0.2685,0.3507,0.5170,0.7531,0.6432,0.7821,0
0.0498,0.3420,0.2410,0.0210,0.4889,0.1705,0.0275,0.6209,0.7190,0.5236,0.5993,0.3312,0
